,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM11,0,0,0,0,0,0,0,0,0,0,16549,20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17509,17430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16314,16331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18132,18113,0,0,0,0,0,0,0,0,0,0,0,0,5167,4082,0,0,0,0,0,0,0,0,0,0,0,0,3262,2522,0,0,0,0,0,0,0,0,0,0,0,0,2454,2189,0,0,0,0,0,0,0,0,0,0,0,0,1975,2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM12,0,0,0,0,0,0,0,0,0,0,0,0,20811,16289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17955,17884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17034,16993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17682,17748,0,0,0,0,0,0,0,0,0,0,0,0,3762,3541,0,0,0,0,0,0,0,0,0,0,0,0,2909,2450,0,0,0,0,0,0,0,0,0,0,0,0,2923,2504,0,0,0,0,0,0,0,0,0,0,0,0,2312,2376,0,0,896,419,0,0,0,0,0,0,0,0,0,0
SM13,0,0,0,0,0,0,0,0,0,0,0,0,16289,20809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18014,18085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17283,17217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17798,17499,0,0,0,0,0,0,0,0,0,0,0,0,3696,3318,0,0,0,0,0,0,0,0,0,0,0,0,2765,2559,0,0,0,0,0,0,0,0,0,0,0,0,2638,2419,0,0,0,0,0,0,0,0,0,0,0,0,2301,2516,0,0,861,405,0,0,0,0,0,0,0,0,0,0
SM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21588,17346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18108,18084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16875,16820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19018,18895,0,0,0,0,0,0,0,0,0,0,0,0,4780,3927,0,0,0,0,0,0,0,0,0,0,0,0,3023,2513,0,0,0,0,0,0,0,0,0,0,0,0,3123,2646,0,0,0,0,0,0,0,0,0,0,0,0,2159,2147,0,0,1195,457,0,0,0,0,0,0,0,0
SM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346,21594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18071,18007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16731,16775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19002,18984,0,0,0,0,0,0,0,0,0,0,0,0,4605,4029,0,0,0,0,0,0,0,0,0,0,0,0,2800,2611,0,0,0,0,0,0,0,0,0,0,0,0,3127,2742,0,0,0,0,0,0,0,0,0,0,0,0,2226,2295,0,0,1282,525,0,0,0,0,0,0,0,0
SM16,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM17,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM18,0,0,19766,19687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22671,20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20623,20697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18989,19238,0,0,0,0,0,0,0,0,0,0,0,0,2849,2009,0,0,0,0,0,0,0,0,0,0,0,0,2162,2529,0,0,0,0,0,0,0,0,0,0,0,0,1237,1595,0,0,0,0,0,0,0,0,0,0,0,0,2771,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM19,0,0,19621,19633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20295,22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20787,20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18758,19011,0,0,0,0,0,0,0,0,0,0,0,0,2676,1797,0,0,0,0,0,0,0,0,0,0,0,0,2131,2506,0,0,0,0,0,0,0,0,0,0,0,0,1430,1878,0,0,0,0,0,0,0,0,0,0,0,0,3017,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM20,0,0,0,0,18874,18825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21407,19072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19467,19598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18685,18647,0,0,0,0,0,0,0,0,0,0,0,0,2478,1861,0,0,0,0,0,0,0,0,0,0,0,0,1936,1735,0,0,0,0,0,0,0,0,0,0,0,0,1434,1824,0,0,0,0,0,0,0,0,0,0,0,0,2390,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM21,0,0,0,0,18943,18655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19072,21406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19651,19593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18486,18459,0,0,0,0,0,0,0,0,0,0,0,0,2382,1764,0,0,0,0,0,0,0,0,0,0,0,0,1926,1885,0,0,0,0,0,0,0,0,0,0,0,0,1381,1873,0,0,0,0,0,0,0,0,0,0,0,0,2555,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM22,0,0,0,0,0,0,18531,18564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21369,18454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19182,19170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17934,18020,0,0,0,0,0,0,0,0,0,0,0,0,3043,1945,0,0,0,0,0,0,0,0,0,0,0,0,2088,2325,0,0,0,0,0,0,0,0,0,0,0,0,1702,2191,0,0,0,0,0,0,0,0,0,0,0,0,2874,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM23,0,0,0,0,0,0,18597,18484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18454,21346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18958,19104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18098,18188,0,0,0,0,0,0,0,0,0,0,0,0,3229,2115,0,0,0,0,0,0,0,0,0,0,0,0,2329,2322,0,0,0,0,0,0,0,0,0,0,0,0,1509,1994,0,0,0,0,0,0,0,0,0,0,0,0,2681,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM24,0,0,0,0,0,0,0,0,18325,18253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20730,18279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18733,18631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17437,17383,0,0,0,0,0,0,0,0,0,0,0,0,2626,1800,0,0,0,0,0,0,0,0,0,0,0,0,1477,1800,0,0,0,0,0,0,0,0,0,0,0,0,1487,2012,0,0,0,0,0,0,0,0,0,0,0,0,3007,3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM25,0,0,0,0,0,0,0,0,18225,18247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18279,20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18712,18743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17279,17224,0,0,0,0,0,0,0,0,0,0,0,0,2546,1706,0,0,0,0,0,0,0,0,0,0,0,0,1569,1817,0,0,0,0,0,0,0,0,0,0,0,0,1550,2116,0,0,0,0,0,0,0,0,0,0,0,0,3134,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM26,0,0,0,0,0,0,0,0,0,0,17469,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20435,17315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18104,18132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16511,16478,0,0,0,0,0,0,0,0,0,0,0,0,2746,1793,0,0,0,0,0,0,0,0,0,0,0,0,1916,2223,0,0,0,0,0,0,0,0,0,0,0,0,1764,2539,0,0,0,0,0,0,0,0,0,0,0,0,3761,4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM27,0,0,0,0,0,0,0,0,0,0,17492,17430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17315,20431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18185,18173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16495,16464,0,0,0,0,0,0,0,0,0,0,0,0,2722,1757,0,0,0,0,0,0,0,0,0,0,0,0,1835,2286,0,0,0,0,0,0,0,0,0,0,0,0,1763,2519,0,0,0,0,0,0,0,0,0,0,0,0,3795,4786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM28,0,0,0,0,0,0,0,0,0,0,0,0,17955,18014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20618,17761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18423,18444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17271,17064,0,0,0,0,0,0,0,0,0,0,0,0,3128,3101,0,0,0,0,0,0,0,0,0,0,0,0,3049,2417,0,0,0,0,0,0,0,0,0,0,0,0,1626,1372,0,0,0,0,0,0,0,0,0,0,0,0,1598,2349,0,0,567,187,0,0,0,0,0,0,0,0,0,0
SM29,0,0,0,0,0,0,0,0,0,0,0,0,17884,18085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17761,20621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18638,18574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17187,16947,0,0,0,0,0,0,0,0,0,0,0,0,2946,2897,0,0,0,0,0,0,0,0,0,0,0,0,2963,2438,0,0,0,0,0,0,0,0,0,0,0,0,1474,1467,0,0,0,0,0,0,0,0,0,0,0,0,1828,2475,0,0,571,212,0,0,0,0,0,0,0,0,0,0
SM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18108,18071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21115,18095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18622,18546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17344,17327,0,0,0,0,0,0,0,0,0,0,0,0,3456,3323,0,0,0,0,0,0,0,0,0,0,0,0,3391,2564,0,0,0,0,0,0,0,0,0,0,0,0,1582,1699,0,0,0,0,0,0,0,0,0,0,0,0,2016,2677,0,0,755,229,0,0,0,0,0,0,0,0
SM31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18084,18007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18095,21098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18694,18709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17185,17168,0,0,0,0,0,0,0,0,0,0,0,0,3362,3308,0,0,0,0,0,0,0,0,0,0,0,0,3512,2525,0,0,0,0,0,0,0,0,0,0,0,0,1598,1701,0,0,0,0,0,0,0,0,0,0,0,0,2099,2751,0,0,698,190,0,0,0,0,0,0,0,0
SM32,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM33,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22395,22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM34,0,0,18749,18722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20623,20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22469,19809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17566,17818,0,0,0,0,0,0,0,0,0,0,0,0,1772,1877,0,0,0,0,0,0,0,0,0,0,0,0,2363,3097,0,0,0,0,0,0,0,0,0,0,0,0,2131,2632,0,0,0,0,0,0,0,0,0,0,0,0,3904,5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM35,0,0,18811,18752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20697,20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19809,22475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17650,17900,0,0,0,0,0,0,0,0,0,0,0,0,1900,1886,0,0,0,0,0,0,0,0,0,0,0,0,2334,3061,0,0,0,0,0,0,0,0,0,0,0,0,2040,2546,0,0,0,0,0,0,0,0,0,0,0,0,3867,5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM36,0,0,0,0,18074,17831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19467,19651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21162,18970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17306,17274,0,0,0,0,0,0,0,0,0,0,0,0,1679,1603,0,0,0,0,0,0,0,0,0,0,0,0,2036,2288,0,0,0,0,0,0,0,0,0,0,0,0,1799,2568,0,0,0,0,0,0,0,0,0,0,0,0,3450,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM37,0,0,0,0,18134,17878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19598,19593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18970,21184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17370,17338,0,0,0,0,0,0,0,0,0,0,0,0,1675,1591,0,0,0,0,0,0,0,0,0,0,0,0,1984,2326,0,0,0,0,0,0,0,0,0,0,0,0,1807,2531,0,0,0,0,0,0,0,0,0,0,0,0,3417,4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM38,0,0,0,0,0,0,17576,17519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19182,18958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21202,17967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16673,16759,0,0,0,0,0,0,0,0,0,0,0,0,1984,2167,0,0,0,0,0,0,0,0,0,0,0,0,2516,3042,0,0,0,0,0,0,0,0,0,0,0,0,2344,3133,0,0,0,0,0,0,0,0,0,0,0,0,3952,4642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM39,0,0,0,0,0,0,17648,17581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170,19104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17967,21199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16721,16812,0,0,0,0,0,0,0,0,0,0,0,0,2017,1993,0,0,0,0,0,0,0,0,0,0,0,0,2457,2981,0,0,0,0,0,0,0,0,0,0,0,0,2329,3121,0,0,0,0,0,0,0,0,0,0,0,0,3896,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM40,0,0,0,0,0,0,0,0,17213,17252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18733,18712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20623,18405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15835,15782,0,0,0,0,0,0,0,0,0,0,0,0,1468,1637,0,0,0,0,0,0,0,0,0,0,0,0,1584,2585,0,0,0,0,0,0,0,0,0,0,0,0,2185,3204,0,0,0,0,0,0,0,0,0,0,0,0,4434,5332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM41,0,0,0,0,0,0,0,0,17129,17184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18631,18743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18405,20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15732,15672,0,0,0,0,0,0,0,0,0,0,0,0,1251,1575,0,0,0,0,0,0,0,0,0,0,0,0,1652,2675,0,0,0,0,0,0,0,0,0,0,0,0,2403,3304,0,0,0,0,0,0,0,0,0,0,0,0,4570,5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM42,0,0,0,0,0,0,0,0,0,0,16386,16314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18104,18185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20315,17689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14888,14858,0,0,0,0,0,0,0,0,0,0,0,0,1372,1435,0,0,0,0,0,0,0,0,0,0,0,0,1637,2884,0,0,0,0,0,0,0,0,0,0,0,0,2955,3960,0,0,0,0,0,0,0,0,0,0,0,0,5266,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM43,0,0,0,0,0,0,0,0,0,0,16354,16331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18132,18173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17689,20319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14915,14884,0,0,0,0,0,0,0,0,0,0,0,0,1430,1454,0,0,0,0,0,0,0,0,0,0,0,0,1655,2876,0,0,0,0,0,0,0,0,0,0,0,0,2963,3895,0,0,0,0,0,0,0,0,0,0,0,0,5223,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM44,0,0,0,0,0,0,0,0,0,0,0,0,17034,17283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18423,18638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20331,18845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16087,15894,0,0,0,0,0,0,0,0,0,0,0,0,2407,2574,0,0,0,0,0,0,0,0,0,0,0,0,3131,2808,0,0,0,0,0,0,0,0,0,0,0,0,1188,1811,0,0,0,0,0,0,0,0,0,0,0,0,2436,3373,0,0,276,109,0,0,0,0,0,0,0,0,0,0
