,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM10,0,0,0,0,0,0,0,0,0,0,61813,56562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39108,38796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20942,19669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20130,19394,0,0,0,0,0,0,0,0,0,0,0,0,2265,2004,0,0,0,0,0,0,0,0,0,0,0,0,1479,1262,0,0,0,0,0,0,0,0,0,0,0,0,1189,1010,0,0,0,0,0,0,0,0,0,0,0,0,1099,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM11,0,0,0,0,0,0,0,0,0,0,56562,61812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39307,38715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20830,19697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120,19439,0,0,0,0,0,0,0,0,0,0,0,0,2279,2042,0,0,0,0,0,0,0,0,0,0,0,0,1448,1367,0,0,0,0,0,0,0,0,0,0,0,0,1202,932,0,0,0,0,0,0,0,0,0,0,0,0,1017,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM12,0,0,0,0,0,0,0,0,0,0,0,0,60736,55188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38473,37932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19288,18724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19272,18910,0,0,0,0,0,0,0,0,0,0,0,0,3272,2626,0,0,0,0,0,0,0,0,0,0,0,0,2070,1361,0,0,0,0,0,0,0,0,0,0,0,0,1957,1730,0,0,0,0,0,0,0,0,0,0,0,0,1617,1737,0,0,717,240,0,0,0,0,0,0,0,0,0,0
SM13,0,0,0,0,0,0,0,0,0,0,0,0,55188,60753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38585,38026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19446,18839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19237,18945,0,0,0,0,0,0,0,0,0,0,0,0,3213,2585,0,0,0,0,0,0,0,0,0,0,0,0,1994,1371,0,0,0,0,0,0,0,0,0,0,0,0,1847,1722,0,0,0,0,0,0,0,0,0,0,0,0,1549,1683,0,0,639,234,0,0,0,0,0,0,0,0,0,0
SM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63955,56390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39272,38186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21144,19659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22069,21047,0,0,0,0,0,0,0,0,0,0,0,0,4364,3428,0,0,0,0,0,0,0,0,0,0,0,0,3212,2577,0,0,0,0,0,0,0,0,0,0,0,0,3508,2928,0,0,0,0,0,0,0,0,0,0,0,0,2354,1849,0,0,859,487,0,0,0,0,0,0,0,0
SM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56390,63959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39454,38207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21179,19564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21968,21011,0,0,0,0,0,0,0,0,0,0,0,0,4302,3466,0,0,0,0,0,0,0,0,0,0,0,0,3345,2508,0,0,0,0,0,0,0,0,0,0,0,0,3460,2936,0,0,0,0,0,0,0,0,0,0,0,0,2368,1866,0,0,851,474,0,0,0,0,0,0,0,0
SM16,48431,48410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67298,65980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23787,23519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23519,23498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM17,47940,47941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65980,67113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24207,23745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23489,23621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM18,0,0,38964,38888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62343,57450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22730,20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19495,18811,0,0,0,0,0,0,0,0,0,0,0,0,1765,1367,0,0,0,0,0,0,0,0,0,0,0,0,1067,1268,0,0,0,0,0,0,0,0,0,0,0,0,519,1221,0,0,0,0,0,0,0,0,0,0,0,0,2034,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM19,0,0,38385,38480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57450,62231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23258,21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19218,18633,0,0,0,0,0,0,0,0,0,0,0,0,1470,1196,0,0,0,0,0,0,0,0,0,0,0,0,947,1247,0,0,0,0,0,0,0,0,0,0,0,0,630,1407,0,0,0,0,0,0,0,0,0,0,0,0,2289,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM20,0,0,0,0,38276,38119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61089,56835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21363,20148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19107,18727,0,0,0,0,0,0,0,0,0,0,0,0,1750,1470,0,0,0,0,0,0,0,0,0,0,0,0,1189,1494,0,0,0,0,0,0,0,0,0,0,0,0,758,1018,0,0,0,0,0,0,0,0,0,0,0,0,1564,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM21,0,0,0,0,37727,37794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56835,60950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21728,20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18687,18456,0,0,0,0,0,0,0,0,0,0,0,0,1468,1293,0,0,0,0,0,0,0,0,0,0,0,0,1133,1677,0,0,0,0,0,0,0,0,0,0,0,0,786,1218,0,0,0,0,0,0,0,0,0,0,0,0,1884,2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM22,0,0,0,0,0,0,39548,39720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62138,56582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21647,20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19857,19585,0,0,0,0,0,0,0,0,0,0,0,0,2099,2401,0,0,0,0,0,0,0,0,0,0,0,0,1557,1972,0,0,0,0,0,0,0,0,0,0,0,0,858,1235,0,0,0,0,0,0,0,0,0,0,0,0,1713,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM23,0,0,0,0,0,0,38295,38338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56582,61780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22268,20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18914,18773,0,0,0,0,0,0,0,0,0,0,0,0,1336,1858,0,0,0,0,0,0,0,0,0,0,0,0,1498,2376,0,0,0,0,0,0,0,0,0,0,0,0,1244,1999,0,0,0,0,0,0,0,0,0,0,0,0,2714,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM24,0,0,0,0,0,0,0,0,41464,41530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64161,57878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21950,20653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20139,19825,0,0,0,0,0,0,0,0,0,0,0,0,2763,2108,0,0,0,0,0,0,0,0,0,0,0,0,1648,1858,0,0,0,0,0,0,0,0,0,0,0,0,1306,1900,0,0,0,0,0,0,0,0,0,0,0,0,2745,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM25,0,0,0,0,0,0,0,0,40864,40874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57878,63976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22229,20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19670,19398,0,0,0,0,0,0,0,0,0,0,0,0,2284,1763,0,0,0,0,0,0,0,0,0,0,0,0,1607,2155,0,0,0,0,0,0,0,0,0,0,0,0,1483,2308,0,0,0,0,0,0,0,0,0,0,0,0,3249,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM26,0,0,0,0,0,0,0,0,0,0,39108,39307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60522,56064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20960,20111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19011,18568,0,0,0,0,0,0,0,0,0,0,0,0,1251,1257,0,0,0,0,0,0,0,0,0,0,0,0,947,1264,0,0,0,0,0,0,0,0,0,0,0,0,632,1196,0,0,0,0,0,0,0,0,0,0,0,0,1966,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM27,0,0,0,0,0,0,0,0,0,0,38796,38715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56064,60365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20968,20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18782,18347,0,0,0,0,0,0,0,0,0,0,0,0,1073,1103,0,0,0,0,0,0,0,0,0,0,0,0,972,1412,0,0,0,0,0,0,0,0,0,0,0,0,767,1418,0,0,0,0,0,0,0,0,0,0,0,0,2256,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM28,0,0,0,0,0,0,0,0,0,0,0,0,38473,38585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60019,55658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20898,19638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19015,18608,0,0,0,0,0,0,0,0,0,0,0,0,2531,2015,0,0,0,0,0,0,0,0,0,0,0,0,1782,1347,0,0,0,0,0,0,0,0,0,0,0,0,644,532,0,0,0,0,0,0,0,0,0,0,0,0,670,1160,0,0,42,25,0,0,0,0,0,0,0,0,0,0
SM29,0,0,0,0,0,0,0,0,0,0,0,0,37932,38026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55658,59776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21631,19766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18917,18428,0,0,0,0,0,0,0,0,0,0,0,0,2190,1821,0,0,0,0,0,0,0,0,0,0,0,0,1714,1302,0,0,0,0,0,0,0,0,0,0,0,0,589,582,0,0,0,0,0,0,0,0,0,0,0,0,741,1308,0,0,40,27,0,0,0,0,0,0,0,0,0,0
SM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39272,39454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62955,55198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22930,21140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20214,19637,0,0,0,0,0,0,0,0,0,0,0,0,2981,3547,0,0,0,0,0,0,0,0,0,0,0,0,3199,3277,0,0,0,0,0,0,0,0,0,0,0,0,1500,1477,0,0,0,0,0,0,0,0,0,0,0,0,1830,2649,0,0,370,206,0,0,0,0,0,0,0,0
SM31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38186,38207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55198,62437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23656,21237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19754,19184,0,0,0,0,0,0,0,0,0,0,0,0,2577,3292,0,0,0,0,0,0,0,0,0,0,0,0,3224,3380,0,0,0,0,0,0,0,0,0,0,0,0,1651,1731,0,0,0,0,0,0,0,0,0,0,0,0,2127,2974,0,0,337,204,0,0,0,0,0,0,0,0
SM32,23672,23717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23787,24207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64966,63266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45131,45070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM33,23504,23498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23519,23745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63266,64677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45677,45352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM34,0,0,20941,21115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22730,23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61595,54331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35236,33777,0,0,0,0,0,0,0,0,0,0,0,0,2262,1254,0,0,0,0,0,0,0,0,0,0,0,0,1036,1297,0,0,0,0,0,0,0,0,0,0,0,0,1410,1672,0,0,0,0,0,0,0,0,0,0,0,0,2660,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM35,0,0,19906,19956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20913,21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54331,61240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36314,34569,0,0,0,0,0,0,0,0,0,0,0,0,2967,1692,0,0,0,0,0,0,0,0,0,0,0,0,1628,1806,0,0,0,0,0,0,0,0,0,0,0,0,1301,1716,0,0,0,0,0,0,0,0,0,0,0,0,2900,4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM36,0,0,0,0,20233,20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21363,21728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60056,55059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35350,34231,0,0,0,0,0,0,0,0,0,0,0,0,2308,1905,0,0,0,0,0,0,0,0,0,0,0,0,1232,1630,0,0,0,0,0,0,0,0,0,0,0,0,926,1098,0,0,0,0,0,0,0,0,0,0,0,0,1731,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM37,0,0,0,0,19204,19075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20148,20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55059,59757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35628,34438,0,0,0,0,0,0,0,0,0,0,0,0,2784,2311,0,0,0,0,0,0,0,0,0,0,0,0,1919,2363,0,0,0,0,0,0,0,0,0,0,0,0,1006,1349,0,0,0,0,0,0,0,0,0,0,0,0,2073,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM38,0,0,0,0,0,0,21073,21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21647,22268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63518,56583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38649,36598,0,0,0,0,0,0,0,0,0,0,0,0,3026,2184,0,0,0,0,0,0,0,0,0,0,0,0,1383,1779,0,0,0,0,0,0,0,0,0,0,0,0,2259,1668,0,0,0,0,0,0,0,0,0,0,0,0,2381,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM39,0,0,0,0,0,0,19998,20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20372,20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56583,62968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38408,35813,0,0,0,0,0,0,0,0,0,0,0,0,3552,2656,0,0,0,0,0,0,0,0,0,0,0,0,2357,2468,0,0,0,0,0,0,0,0,0,0,0,0,1988,2331,0,0,0,0,0,0,0,0,0,0,0,0,3052,3856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM40,0,0,0,0,0,0,0,0,22108,22163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21950,22229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64096,55536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37741,36536,0,0,0,0,0,0,0,0,0,0,0,0,3986,2395,0,0,0,0,0,0,0,0,0,0,0,0,1481,1794,0,0,0,0,0,0,0,0,0,0,0,0,2540,2311,0,0,0,0,0,0,0,0,0,0,0,0,3438,3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM41,0,0,0,0,0,0,0,0,20161,20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20653,20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55536,63333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37691,35628,0,0,0,0,0,0,0,0,0,0,0,0,4573,3090,0,0,0,0,0,0,0,0,0,0,0,0,2565,2645,0,0,0,0,0,0,0,0,0,0,0,0,2498,3041,0,0,0,0,0,0,0,0,0,0,0,0,4119,4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM42,0,0,0,0,0,0,0,0,0,0,20942,20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20960,20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62056,54950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37385,35892,0,0,0,0,0,0,0,0,0,0,0,0,2351,1516,0,0,0,0,0,0,0,0,0,0,0,0,895,1118,0,0,0,0,0,0,0,0,0,0,0,0,2391,1451,0,0,0,0,0,0,0,0,0,0,0,0,2306,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM43,0,0,0,0,0,0,0,0,0,0,19669,19697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20111,20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54950,61424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37263,35087,0,0,0,0,0,0,0,0,0,0,0,0,3259,2265,0,0,0,0,0,0,0,0,0,0,0,0,1761,1533,0,0,0,0,0,0,0,0,0,0,0,0,1764,1676,0,0,0,0,0,0,0,0,0,0,0,0,2485,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM44,0,0,0,0,0,0,0,0,0,0,0,0,19288,19446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20898,21631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58442,54119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36406,35550,0,0,0,0,0,0,0,0,0,0,0,0,1790,1406,0,0,0,0,0,0,0,0,0,0,0,0,1356,1100,0,0,0,0,0,0,0,0,0,0,0,0,382,569,0,0,0,0,0,0,0,0,0,0,0,0,937,1830,0,0,40,28,0,0,0,0,0,0,0,0,0,0
