,SM0,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM23,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM36,SM37,SM38,SM39,SM40,SM41,SM42,SM43,SM44,SM45,SM46,SM47,SM48,SM49,SM50,SM51,SM52,SM53,SM54,SM55,SM56,SM57,SM58,SM59,SM60,SM61,SM62,SM63,SM64,SM65,SM66,SM67,SM68,SM69,SM70,SM71,SM72,SM73,SM74,SM75,SM76,SM77,SM78,SM79,SM80,SM81,SM82,SM83,SM84,SM85,SM86,SM87,SM88,SM89,SM90,SM91,SM92,SM93,SM94,SM95,SM96,SM97,SM98,SM99,SM100,SM101,SM102,SM103,SM104,SM105,SM106,SM107,SM108,SM109,SM110,SM111,SM112,SM113,SM114,SM115,SM116,SM117,SM118,SM119,SM120,SM121,SM122,SM123,SM124,SM125,SM126,SM127,SM128,SM129,SM130,SM131
SM10,0,0,0,0,0,0,0,0,0,0,19607,19007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM11,0,0,0,0,0,0,0,0,0,0,19007,19607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,65,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM12,0,0,0,0,0,0,0,0,0,0,0,0,19221,18406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,92,56,0,0,0,0,0,0,0,0,0,0,0,0,42,86,0,0,45,0,0,0,0,0,0,0,0,0,0,0
SM13,0,0,0,0,0,0,0,0,0,0,0,0,18406,19220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,98,51,0,0,0,0,0,0,0,0,0,0,0,0,39,72,0,0,61,0,0,0,0,0,0,0,0,0,0,0
SM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,19232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,23,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,171,0,0,0,0,0,0,0,0,0,0,0,0,69,54,0,0,1,0,0,0,0,0,0,0,0,0
SM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19232,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
SM16,211,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18072,17359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17359,17938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM18,0,0,584,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19494,17898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM19,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17898,18869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM20,0,0,0,0,509,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18681,17065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM21,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17065,18169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM22,0,0,0,0,0,0,308,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19237,17882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,15,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM23,0,0,0,0,0,0,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17882,19015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM24,0,0,0,0,0,0,0,0,272,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18333,17032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM25,0,0,0,0,0,0,0,0,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17032,18158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM26,0,0,0,0,0,0,0,0,0,0,214,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18034,16945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM27,0,0,0,0,0,0,0,0,0,0,47,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16945,17873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM28,0,0,0,0,0,0,0,0,0,0,0,0,319,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17584,16455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM29,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16455,17418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19403,17631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,49,0,0,0,0,0,0,0,0
SM31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17631,19164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,89,0,0,0,0,0,0,0,0
SM32,190,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18242,17140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM33,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17140,17835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM34,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18097,16715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM35,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16715,17763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,12,0,0,0,0,0,0,0,0,0,0,0,0,34,29,0,0,0,0,0,0,0,0,0,0,0,0,142,88,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM36,0,0,0,0,42,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17570,16067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,12,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM37,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16067,17276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,22,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,128,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM38,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18001,16632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM39,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16632,17747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,59,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,106,73,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM40,0,0,0,0,0,0,0,0,114,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18776,16964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,75,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM41,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16964,18556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,109,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,221,110,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM42,0,0,0,0,0,0,0,0,0,0,70,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18975,17127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,116,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM43,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17127,18772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,101,0,0,0,0,0,0,0,0,0,0,0,0,119,2,0,0,0,0,0,0,0,0,0,0,0,0,189,62,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM44,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17513,15599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,93,0,0,0,0,0,0,0,0,0,0,0,0,50,44,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM45,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15599,17266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,71,0,0,0,0,0,0,0,0,0,0,0,0,105,60,0,0,0,0,0,0,0,0,0,0,0,0,81,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17933,16184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,34,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,98,0,0,0,0,0,0,0,0
